Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Qtrly Revenue Growth,Gross Profit,EBITDA,Net Income Avl to Common,Diluted EPS,Qtrly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior month
2012-03-10 13:26,1331353612,ftr,44.789505,1.37,121.744827,15.5,4400000000,12370000000,29.47,17.68,1.02,0.83,0.98,2.36,5.03,2.85,20.19,3.74,3.26,5240000000,5.3,-5.6,5240000000,2460000000,145870000,0.15,-8.1,326090000,0.33,8300000000,185.72,1.07,4.48,1570000000,701400000,0.58,4.45,5.51,21184900,995050000,988540000,0.17,46.3,165730000,6.6,16.7,119580000
2012-10-17 23:49,1350485351,ftr,51.573868,0.66,131.319748,21.07,4830000000,12710000000,48.4,17.93,2.26,0.95,1.12,2.49,5.23,2.11,21.04,3.85,2.59,5100000000,5.15,-4.8,5240000000,2430000000,104110000,0.1,-44.2,410010000,0.41,8290000000,191.32,0.84,4.32,1470000000,571780000,0.7,4.76,4.16,10383300,998520000,991870000,0.27,60.1,225420000,24.5,22.7,226070000
2012-11-06 5:50,1352148630,ftr,48.4837,13.83,128.409515,26.64,4630000000,12380000000,46.4,17.19,2.2,0.88,1.04,2.43,5.09,2.11,21.04,3.85,2.59,5100000000,5.15,-4.8,5240000000,2430000000,104110000,0.1,-44.2,410010000,0.41,8290000000,191.32,0.84,4.32,1470000000,571780000,0.7,4.77,4.2,9387430,998520000,991870000,0.27,60.1,229270000,24.6,23.1,225420000
2013-04-22 1:53,1366563234,ftr,45.177887,58.77,141.898209,22.74,4020000000,11640000000,31,19.19,2.76,0.79,0.97,2.32,4.92,2.73,21.97,3.91,3.57,5010000000,5.06,-3.9,5010000000,2370000000,133740000,0.13,-41.1,1330000000,1.33,8940000000,217.09,1.34,4.11,1550000000,826890000,0.71,4.06,4.39,9788560,998280000,992300000,0.2,61.7,222390000,23.9,22.4,229100000
2013-05-07 8:20,1367882411,ftr,44.285484,61.41,147.74057,17.88,4080000000,11640000000,31.46,18.59,2.89,0.81,0.99,2.32,4.92,2.73,21.97,3.91,3.57,5010000000,5.06,-3.9,5010000000,2370000000,133740000,0.13,-41.1,1330000000,1.33,8940000000,217.09,1.34,4.11,1550000000,826890000,0.71,4.05,4.33,9411380,998280000,992300000,0.2,61.7,229410000,26.4,23.1,222390000
2006-03-31 23:16,1143814608,gci,36.993389,-4.02,101.952477,11.4,14270000000,19550000000,11.86,11.41,1.46,1.88,1.88,2.57,8.41,16.38,26.95,8.22,15.4,7600000000,31.021,6.1,3540000000,2320000000,1210000000,5.05,-9.2,162630000,0.683,5440000000,0.718,1.334,31.802999,1430000000,2050000000,0.76,61.32,63.28,1234920,238080000,237620000,0.19,81.6,5780000,6.6,2.4,4810000
2006-08-30 3:42,1156876970,gci,35.414482,-14.95,103.057755,13.91,13290000000,18060000000,11.36,11.11,1.23,1.68,1.63,2.31,7.914,15.15,25.65,8.04,14.74,7830000000,32.744,6.1,3540000000,2280000000,1160000000,4.95,-8.3,133590000,0.565,5050000000,0.623,1.423,34.207001,1420000000,984550000,0.52,54.25,56.56,1327760,236380000,235930000,0.19,85.5,7090000,5.3,3,6010000
2008-06-27 16:21,1214551304,gci,14.647386,-81.35,104.501396,-26.04,5000000000,8800000000,4.9,6.07,1.95,0.68,0.55,1.21,4.367,14.23,23.8,6.68,10.94,7290000000,31.428,-8.4,3280000000,2010000000,961000000,4.46,-8.9,166090000,0.726,3980000000,0.439,1.387,39.611,1300000000,1250000000,1,27.41,31.02,3050100,228690000,227980000,10.34,90.7,30080000,10.3,13.2,26300000
2012-02-29 5:10,1330459845,gci,11.299556,42.76,121.258133,13.1,3570000000,5200000000,7.98,7.47,1.17,0.69,1.55,0.99,4.93,8.76,16.38,7.98,20.29,5240000000,21.9,-5.1,2280000000,1060000000,458750000,1.89,-32.8,166930000,0.71,1760000000,70.08,1.19,9.82,814140000,637240000,2.75,14.94,12.17,4422320,236930000,235250000,10.62,86.5,23330000,5.2,9.8,18990000
2012-07-14 5:17,1342210624,gci,11.22613,94.59,121.285904,26.15,3360000000,4850000000,7.94,6.62,0.92,0.64,1.43,0.93,4.82,8.38,15.6,7.71,19.14,5210000000,21.85,-2.6,2280000000,1010000000,436480000,1.8,-24.6,157480000,0.67,1670000000,65.8,1.06,9.95,752140000,651820000,2.32,13.52,14.22,3492190,234960000,232750000,0.32,96.9,26180000,7.2,11.1,24310000
2012-12-11 3:05,1355162736,gci,14.443159,49.75,128.840637,27.32,4100000000,5510000000,9.7,7.97,2.67,0.79,1.69,1.06,5.5,8.39,15.49,7.72,18.1,5220000000,22.29,3.4,2280000000,1000000000,438140000,1.84,33.4,237450000,1.03,1630000000,61.12,1.13,10.62,709710000,639180000,1.47,17.43,15.86,3886680,229790000,227580000,0.34,97.3,24000000,6.5,10.2,23320000
2013-03-31 18:22,1364721753,gci,17.747978,30.36,142.352524,21.77,5020000000,6280000000,12.22,8.71,1.98,0.94,2.14,1.17,5.68,7.93,17.03,8.77,18.77,5350000000,23.04,9.4,2410000000,1110000000,424280000,1.79,-11.8,175030000,0.76,1430000000,56.15,1.15,10.22,756740000,648170000,1.55,20.75,18.82,2670220,229630000,227800000,0.39,97,26190000,9.8,11.5,24270000
2013-04-25 3:46,1366829163,gci,16.668655,37.39,144.033463,19.89,4640000000,5940000000,11.28,8.02,1.57,0.86,1.96,1.11,5.37,7.93,17.03,8.77,18.77,5350000000,23.04,9.4,2410000000,1110000000,424280000,1.79,-11.8,175030000,0.76,1430000000,56.15,1.15,10.22,756740000,648170000,1.55,21.32,19.22,2755760,229630000,227800000,0.39,97,25270000,10.7,11.1,26190000
2006-08-22 0:24,1156173844,gd,52.785927,16.22,102.631844,14.77,27710000000,29990000000,15.57,14.61,1.65,1.22,3.05,1.31,10.567,7.85,10.74,7.82,19.08,22820000000,56.718,15.5,3520000000,2840000000,1590000000,4.41,84.3,1400000000,3.468,3650000000,0.402,1.139,22.524,2290000000,2260000000,0.99,67.74,64.99,1513850,403410000,400660000,1.88,79.9,2590000,1.9,0.6,2100000
2007-04-08 21:52,1176036773,gd,60.846638,11.05,115.361717,-3.2,31690000000,32870000000,17.12,14.79,1.5,1.32,3.23,1.37,10.706,7.71,10.91,7.98,19.03,24060000000,59.647,13,4130000000,3070000000,1710000000,4.56,0.5,1600000000,3.953,2780000000,0.283,1.263,24.216999,2130000000,1690000000,0.55,77.55,75.53,1646770,405730000,402970000,0.55,78.3,1820000,1,0.5,2030000
2009-02-04 0:04,1233673456,gd,44.383213,27.11,69.235519,30.69,21560000000,21080000000,9.19,7.88,0.91,0.74,1.78,0.73,5.239,8.38,12.38,8.98,21.06,28960000000,72.441,4.5,4760000000,4020000000,2430000000,6.02,16.1,2620000000,6.713,2140000000,0.176,1.433,31.125,3380000000,2160000000,1.24,56.13,68.41,3046390,389850000,387000000,0.68,80.3,3640000,2.1,0.9,3690000
2011-10-20 8:36,1319067409,gd,54.732994,9.53,106.986526,20.38,22600000000,23620000000,8.91,8.24,1.16,0.7,1.62,0.73,5.26,8.21,12.14,7.63,19.89,32290000000,86.31,-2.8,5910000000,4490000000,2660000000,7.01,0.8,2160000000,5.96,3180000000,22.84,1.28,38.49,3380000000,2960000000,1.26,59.82,67.53,2630440,361760000,307220000,0.61,79,4350000,1.7,1.4,5240000
2011-12-30 9:27,1325204841,gd,57.558483,6.05,111.063309,14.05,23830000000,26420000000,9.42,8.84,1.25,0.74,1.75,0.82,5.83,8.25,12.3,7.61,19.69,32130000000,87.01,-2,5910000000,4530000000,2680000000,7.11,0.3,1540000000,4.32,4130000000,30.32,1.34,38.24,2630000000,2430000000,1.26,64.56,64.68,1951940,356110000,301570000,0.61,79,4070000,2.1,1.3,5000000
2012-03-16 4:39,1331840353,gd,63.601833,-1.16,124.704887,13.54,26170000000,27360000000,10.68,9.52,1.26,0.8,1.97,0.84,6.04,7.73,12.05,7.3,19.23,32680000000,89.74,6.3,5860000000,4530000000,2550000000,6.87,-17.3,2650000000,7.42,3930000000,29.7,1.38,37.12,3210000000,2200000000,1.26,71.29,65.64,1695470,356820000,302270000,0.88,78.8,2840000,1.8,0.9,2680000
2012-06-26 4:53,1340654001,gd,54.465706,29.65,117.91758,24.05,22440000000,24090000000,9.14,8.24,1.19,0.7,1.65,0.74,5.39,7.62,11.92,7.07,18.02,32460000000,90.11,-2.8,5860000000,4470000000,2500000000,6.8,-8.7,2630000000,7.3,3910000000,28.21,1.42,38.42,3300000000,2490000000,1.22,64.37,68.49,1728780,360610000,305340000,1,79,4420000,2.4,1.5,3570000
2006-06-17 9:12,1150503145,ge,22.163651,15.75,98.317375,25.06,3.5282E+11,7.2048E+11,21.49,15.01,1.71,2.33,3.3,4.74,22.205,10.98,15.65,2.11,17.02,1.5206E+11,14.439,9.8,82890000000,32450000000,18760000000,1.58,8.6,8500000000,0.818,3.7617E+11,3.5,1.982,10.337,34230000000,3920000000,0.44,34.38,34.28,24638800,10400000000,10390000000,1.77,56.3,39190000,1.6,0.4,32260000
2007-01-13 12:11,1168657876,ge,25.300518,-4.33,114.109367,-0.35,3.9057E+11,7.8692E+11,23.03,17.07,1.92,2.45,3.51,4.93,23.46,10.77,15.39,2.31,17.56,1.5962E+11,15.331,11.8,82890000000,33540000000,19700000000,1.65,6.1,13780000000,1.337,4.1013E+11,3.682,1.799,10.807,30070000000,-42470000000,0.51,36.66,34.86,27073900,10310000000,10300000000,0.06,56.3,39120000,1.6,0.4,35620000
2007-01-13 20:49,1168688945,ge,25.300518,-4.33,114.109367,-0.35,3.9057E+11,7.8692E+11,23.03,17.07,1.92,2.45,3.51,4.93,23.46,10.77,15.39,2.31,17.56,1.5962E+11,15.331,11.8,82890000000,33540000000,19700000000,1.65,6.1,13780000000,1.337,4.1013E+11,3.682,1.799,10.807,30070000000,-42470000000,0.51,36.35,34.69,26754700,10310000000,10300000000,0.06,56.3,39120000,1.6,0.4,35620000
2007-03-04 7:05,1172959522,ge,23.466934,-1.15,110.468765,-1.95,3.5857E+11,7.7725E+11,17.4,14,1.57,2.24,3.2,4.84,23.054,12.97,15.09,2.24,18.65,1.6066E+11,15.509,10.1,89280000000,33710000000,20670000000,2,107.9,14280000000,1.388,4.3296E+11,3.855,1.816,10.928,30650000000,-27370000000,0.49,36.21,35.67,32946000,10280000000,10280000000,0.09,59.7,25660000,0.9,0.2,37810000
2007-03-12 2:24,1173633893,ge,23.177547,0.08,112.316925,-4.22,3.5292E+11,7.716E+11,17.13,13.78,1.55,2.21,3.15,4.8,22.887,12.97,15.09,2.24,18.65,1.6066E+11,15.509,10.1,89280000000,33710000000,20670000000,2,107.9,14280000000,1.388,4.3296E+11,3.855,1.816,10.928,30650000000,-27370000000,0.49,35.77,35.7,33477100,10280000000,10280000000,0.09,60.1,25660000,0.9,0.2,37810000
2007-03-14 18:42,1173865329,ge,23.090057,3.02,110.954712,-3.73,3.5199E+11,7.6923E+11,17.08,13.75,1.55,2.18,3.12,4.79,22.816,12.97,15.09,2.24,18.65,1.6066E+11,15.509,10.1,89280000000,33710000000,20670000000,2,107.9,14280000000,1.388,4.3296E+11,3.855,1.816,10.928,30650000000,-27370000000,0.49,35.59,35.73,33298400,10280000000,10280000000,0.09,60.1,25660000,0.9,0.2,37810000
2007-03-20 13:23,1174364638,ge,23.399632,5.63,112.746384,-6.22,3.5652E+11,7.752E+11,17.3,13.92,1.55,2.22,3.17,4.83,22.993,12.97,15.09,2.24,18.65,1.6066E+11,15.509,10.1,89280000000,33710000000,20670000000,2,107.9,14280000000,1.388,4.3296E+11,3.855,1.816,10.928,30650000000,-27370000000,0.49,35.34,35.75,31979600,10280000000,10280000000,0.09,60.1,25660000,0.9,0.2,37810000
2007-04-10 20:12,1176203537,ge,23.47366,7.82,115.657654,-4.24,3.5878E+11,7.788E+11,17.41,14.01,1.58,2.23,3.18,4.85,23.1,12.97,15.09,2.24,18.65,1.6066E+11,15.509,10.1,89280000000,33710000000,20670000000,2,107.9,14280000000,1.388,4.3296E+11,3.855,1.816,10.928,30650000000,-27370000000,0.41,35.05,35.84,33308700,10280000000,10280000000,0.09,60,45810000,1.3,0.4,25660000
2007-05-19 20:05,1179572758,ge,24.873465,-10.29,122.06398,-4.71,3.8025E+11,8.1106E+11,18.32,14.84,1.65,2.31,3.29,4.98,23.478,12.82,15.11,2.24,18.94,1.6299E+11,15.795,6.3,89280000000,34550000000,21000000000,2.02,1.5,19260000000,1.872,4.5007E+11,3.942,1.796,11.097,33700000000,-31290000000,0.44,36.01,35.97,35626100,10290000000,10280000000,0.09,59.2,47360000,1.5,0.5,45810000
2007-06-22 20:36,1182512215,ge,25.920656,-25.82,120.927399,-10.84,3.9342E+11,8.2999E+11,18.95,15.36,1.72,2.45,3.5,5.09,24.026,12.82,15.11,2.24,18.94,1.6299E+11,15.795,6.3,89280000000,34550000000,21000000000,2.02,1.5,19260000000,1.872,4.5007E+11,3.942,1.796,11.097,33700000000,-31290000000,0.44,37.44,36.34,35689800,10290000000,10280000000,0.09,58.7,53510000,1.4,0.5,47360000
2007-07-03 2:21,1183396907,ge,26.232452,-29.03,122.365211,-15.5,3.9362E+11,8.2464E+11,18.96,15.37,1.64,2.42,3.45,5.06,23.872,12.82,15.11,2.24,18.94,1.6299E+11,15.795,6.3,89280000000,34550000000,21000000000,2.02,1.5,19260000000,1.872,4.5007E+11,3.942,1.796,11.097,33700000000,-31290000000,0.44,37.72,36.57,37229400,10290000000,10280000000,0.09,58.7,59900000,2,0.6,53510000
2007-09-12 2:01,1189530092,ge,27.04587,-26.88,118.774689,-13.41,4.0472E+11,8.5284E+11,19.08,15.8,1.68,2.4,3.43,5.1,24.714,12.78,14.63,2.18,19.24,1.6721E+11,16.244,10.2,89280000000,34510000000,21720000000,2.07,9.6,15850000000,1.547,4.6714E+11,3.992,1.866,11.421,36870000000,-85170000000,0.41,38.81,37.5,43563500,10250000000,10240000000,0.04,58.6,67350000,1.5,0.7,59150000
2008-01-23 6:36,1201037812,ge,23.806566,-58.93,108.604774,-36.69,3.4412E+11,8.1852E+11,15.87,12.66,1.23,2,3.07,4.71,22.2,12.71,15.13,2.27,20.43,1.7362E+11,16.945,13,89280000000,36870000000,22900000000,2.15,13.8,19850000000,1.964,4.9162E+11,4.357,1.97,11.165,37620000000,-38500000000,0.59,36.32,38.82,43129000,10110000000,10090000000,0.03,58.4,47280000,1.2,0.5,52160000
2008-12-04 1:00,1228320019,ge,12.489718,-1.78,70.30162,33.52,1.8049E+11,7.0768E+11,8.9,10.79,0.92,0.95,1.56,3.82,17.91,11.01,14.24,2.07,18.71,1.8514E+11,18.545,11.1,99610000000,39510000000,21060000000,2.04,-22.4,16300000000,1.637,5.4866E+11,4.885,1.861,11.283,46040000000,-42070000000,1.03,17.85,25.11,134850000,9960000000,9900000000,0.07,57.8,66840000,0.7,0.7,79760000
2008-12-05 17:25,1228465515,ge,12.703221,-3.43,72.4692,29.52,1.7472E+11,7.0708E+11,8.62,11.04,0.9,0.94,1.56,3.82,17.895,11.01,14.24,2.07,18.71,1.8514E+11,18.545,11.1,99610000000,39510000000,21060000000,2.04,-22.4,16300000000,1.637,5.4866E+11,4.885,1.861,11.283,46040000000,-42070000000,1.03,17.76,25.06,136004000,9960000000,9900000000,0.07,57.8,66840000,0.7,0.7,79760000
2008-12-17 11:42,1229481777,ge,12.375849,-3.38,74.991127,24.23,1.784E+11,7.1076E+11,8.8,11.95,0.87,0.96,1.59,3.84,17.989,11.01,14.24,2.07,18.71,1.8514E+11,18.545,11.1,99610000000,39510000000,21060000000,2.04,-22.4,16300000000,1.637,5.4866E+11,4.885,1.861,11.283,46040000000,-42070000000,1.03,17.39,24.29,136446000,9960000000,9900000000,0.07,57.8,79220000,0.5,0.8,66840000
2008-12-19 19:19,1229681960,ge,11.74247,0.54,73.273483,27.86,1.6228E+11,6.9125E+11,8.01,11.48,0.89,0.86,1.41,3.73,17.495,11.01,14.24,2.07,18.71,1.8514E+11,18.545,11.1,99610000000,39510000000,21060000000,2.036,-22.4,16300000000,1.637,5.4866E+11,4.885,1.861,11.283,46040000000,-42070000000,1.03,17.2847,24.141,134035000,9960000000,9900000000,0.07,57.8,79220000,0.5,0.8,66840000
2009-01-08 10:11,1231377082,ge,11.707161,8.07,75.641457,28.76,1.6038E+11,6.9274E+11,7.91,11.59,0.94,0.87,1.43,3.74,17.533,11.01,14.24,2.07,18.71,1.8514E+11,18.545,11.1,99610000000,39510000000,21060000000,2.04,-22.4,16300000000,1.637,5.4866E+11,4.885,1.861,11.283,46040000000,-42070000000,1.01,16.5,22.88,116864000,9960000000,9870000000,0.06,54.7,106450000,0.9,1.1,79220000
2011-04-25 20:20,1303730403,ge,15.694756,1.86,116.339935,4.91,2.112E+11,6.1152E+11,18.73,12.28,1.26,1.41,1.78,4.07,22.29,7.75,10.43,1.28,10.55,1.5021E+11,14.09,0.9,75490000000,27440000000,12320000000,1.06,50.5,78960000000,7.44,4.7864E+11,385.39,3.01,11.2,36120000000,31690000000,1.76,20.04,18.56,58475100,10620000000,10600000000,0.03,52.3,61390000,1,0.6,59010000
2011-09-02 4:38,1314905927,ge,12.538133,36.67,103.102608,22.32,1.7173E+11,5.5381E+11,12.75,10.13,0.79,1.17,1.35,3.75,19.47,9.34,11.47,1.42,11.62,1.4762E+11,13.89,-3.5,75490000000,28440000000,13740000000,1.27,21.1,91050000000,8.59,4.7197E+11,361.95,2.51,12.08,34740000000,56990000000,1.86,16.93,19,66064000,10600000000,10590000000,0.03,52.3,102660000,1.2,1,64610000
2011-09-25 20:27,1316950067,ge,12.216625,52.6,99.845856,31.03,1.6123E+11,5.4215E+11,11.97,9.63,0.74,1.08,1.24,3.67,19.06,9.34,11.47,1.42,11.62,1.4762E+11,13.89,-3.5,75490000000,28440000000,13740000000,1.27,21.1,91050000000,8.59,4.7197E+11,361.95,2.51,12.08,34740000000,56990000000,1.85,15.73,18.43,75067200,10600000000,10590000000,0.03,52.3,125210000,1.4,1.2,102660000
2011-10-11 13:23,1318307038,ge,12.963595,44.26,105.262917,22.26,1.7109E+11,5.5264E+11,12.7,10.09,0.79,1.16,1.34,3.74,19.43,9.34,11.47,1.42,11.62,1.4762E+11,13.89,-3.5,75490000000,28440000000,13740000000,1.27,21.1,91050000000,8.59,4.7197E+11,361.95,2.51,12.08,34740000000,56990000000,1.85,15.6,18.07,79543000,10600000000,10590000000,0.03,52.3,102660000,1.2,1,64610000
2012-05-19 1:45,1337359521,ge,15.504197,28.35,115.318741,31.53,2.0063E+11,5.5903E+11,15.67,10.77,0.96,1.42,1.67,3.98,22.71,9.79,9.82,1.2,11.45,1.4045E+11,13.27,-8.2,76110000000,24620000000,12970000000,1.21,-11.6,83650000000,7.9,4.428E+11,364.18,2.09,11.32,32130000000,43310000000,1.57,19.29,18.37,44384800,10590000000,10580000000,0.01,53.1,71060000,1.7,0.7,64310000
2013-05-16 18:20,1368696000,ge,19.73908,18.38,150.230179,16.03,2.4129E+11,5.439E+11,17.27,12.81,1.24,1.65,1.94,3.74,19.33,9.71,11.7,1.55,12.17,1.4562E+11,13.91,-3.3,70190000000,28140000000,15080000000,1.35,16.2,89780000000,8.68,3.9741E+11,307.95,2.66,11.96,29480000000,34460000000,1.4,22.72,22.15,38588400,10340000000,10330000000,0.03,55.4,94250000,2.1,0.9,82690000
2013-08-20 7:59,1376953186,ge,20.28149,14.82,151.244339,22.5,2.4288E+11,5.4251E+11,17.65,13.1,1.47,1.68,1.98,3.76,19.51,9.81,11.48,1.53,11.86,1.4434E+11,13.89,-3.5,70190000000,27800000000,14680000000,1.35,0.9,88710000000,8.71,3.8732E+11,300.69,3.2,12.03,29040000000,11450000000,1.28,24.05,23.37,37756900,10180000000,10180000000,0.04,56.1,69280000,1.9,0.7,74160000
2007-02-18 19:33,1171794793,ges,27.670185,-4.42,116.092941,-5.56,3880000000,3710000000,37.72,23,1.35,3.43,8.86,3.33,18.05,9.26,14.82,15.16,32.17,1120000000,24.745,25.2,380870000,205500000,103290000,2.25,77.1,220330000,4.822,52380000,0.122,1.86,9.435,106960000,38220000,1.82,72.12,58.68,784557,45690000,21070000,56.48,65.4,3240000,5,12.4,3250000
2008-06-26 0:06,1214406363,ges,25.583635,-31.63,105.074982,-26.45,3710000000,3440000000,18.47,13.17,0.69,1.95,5.11,1.85,9.09,10.68,17.58,19.36,33.17,1860000000,20.105,29.4,792770000,378820000,198750000,2.12,34.5,260390000,2.741,66010000,0.093,2.35,7.496,186590000,50510000,1.21,40.69,39.28,1245450,94980000,55780000,36.2,69.4,7100000,9.4,11.8,7430000
2010-12-12 22:03,1292159028,ges,34.375568,-39.52,107.332535,1.77,4370000000,3850000000,16.44,13.76,1.06,1.81,3.72,1.62,8.42,11.5,16.51,15.42,25.89,2370000000,25.95,17.4,941490000,457040000,269270000,2.92,7.8,469020000,5.16,15210000,1.32,3,12.71,324200000,206470000,1.78,43.73,38.32,1487000,90910000,58830000,30.27,68.1,3110000,2.4,4.8,5020000
2011-12-29 5:03,1325102611,ges,21.882162,-12.65,111.611977,13.49,2740000000,2430000000,10.1,8.86,0.81,1.07,2.33,0.91,4.77,10.23,16.17,14.88,22.88,2670000000,29.11,4.7,1090000000,510160000,270690000,2.93,-4,430810000,4.64,14460000,1.16,2.99,13.17,362010000,204590000,1.59,28.84,33.35,1593150,92780000,75720000,31.96,71.3,4000000,2.5,6.2,4360000
2011-12-30 3:16,1325182606,ges,21.838226,-12.48,111.063309,14.05,2770000000,2330000000,10.2,8.95,0.81,1.03,2.25,0.87,4.56,10.23,16.17,14.88,22.88,2670000000,29.11,4.7,1090000000,510160000,270690000,2.93,-4,430810000,4.64,14460000,1.16,2.99,13.17,362010000,204590000,1.59,28.85,33.33,1567630,92780000,75720000,31.96,71.3,4000000,2.5,6.2,4360000
2012-07-23 13:13,1343016790,ges,20.908064,25.2,120.69622,28,2540000000,2070000000,10.42,9.55,0.97,0.95,2.14,0.77,4.43,9.32,14.44,13.4,21.41,2680000000,29.42,-2.2,1160000000,466260000,247520000,2.71,-37.6,489970000,5.45,12740000,1.05,3.19,13.2,353310000,193930000,1.89,28.04,30.04,1797150,89970000,66360000,30.7,71.1,8530000,4.8,13.2,7440000
2012-09-21 8:18,1348183123,ges,19.795429,23.84,131.023331,19.6,2310000000,2040000000,10.65,10.41,1.15,0.88,2.2,0.78,4.94,8.8,12.55,11.81,20.77,2630000000,29.36,-6.2,1160000000,413880000,229980000,2.55,-29.3,281510000,3.31,11350000,1.06,2.8,12.34,320770000,161310000,1.82,28.75,29.12,1588150,85150000,61540000,30.7,71.1,6810000,3.5,10.5,6290000
2012-09-21 15:21,1348208491,ges,19.795429,23.84,131.023331,19.6,2320000000,2040000000,10.66,10.42,1.15,0.88,2.2,0.78,4.94,8.8,12.55,11.81,20.77,2630000000,29.36,-6.2,1160000000,413880000,229980000,2.55,-29.3,281510000,3.31,11350000,1.06,2.8,12.34,320770000,161310000,1.82,28.75,29.12,1588150,85150000,61540000,30.7,71.1,6810000,3.5,10.5,6290000
2012-09-23 14:04,1348376696,ges,19.795429,23.03,131.023331,19.04,2250000000,1980000000,10.37,10.13,1.15,0.88,2.2,0.75,4.79,8.8,12.55,11.81,20.77,2630000000,29.36,-6.2,1160000000,413880000,229980000,2.55,-29.3,281510000,3.31,11350000,1.06,2.8,12.34,320770000,161310000,1.82,28.7,29.06,1596750,85150000,60110000,30.7,71.1,6810000,3.5,10.5,6290000
2012-10-01 10:48,1349056117,ges,18.942245,27.29,129.658051,19.88,2160000000,1890000000,9.97,9.74,1.08,0.82,2.06,0.72,4.58,8.8,12.55,11.81,20.77,2630000000,29.36,-6.2,1160000000,413880000,229980000,2.55,-29.3,281510000,3.31,11350000,1.06,2.8,12.34,320770000,161310000,1.8,28.01,28.71,1586800,85150000,60110000,30.7,71.1,6790000,3.3,10.5,6810000
2012-10-11 10:08,1349917686,ges,18.702749,27.92,128.768799,21.36,2130000000,1860000000,9.8,9.72,1.07,0.81,2.03,0.71,4.49,8.8,12.55,11.81,20.77,2630000000,29.36,-6.2,1160000000,413880000,229980000,2.55,-29.3,281510000,3.31,11350000,1.06,2.8,12.34,320770000,161310000,1.8,26.44,28.21,1518870,85150000,61500000,29.85,75.2,6710000,5.1,10.4,6790000
2012-11-04 4:51,1351972307,ges,18.253704,40.49,127.152008,27.65,2080000000,1810000000,9.56,9.72,1.03,0.84,2.1,0.69,4.36,8.8,12.55,11.81,20.77,2630000000,29.36,-6.2,1160000000,413880000,229980000,2.55,-29.3,281510000,3.31,11350000,1.06,2.8,12.34,320770000,161310000,1.81,25.67,27.61,1510940,85150000,60290000,29.85,75.2,7160000,6.1,11.1,6710000
2013-05-11 18:45,1368265558,ges,23.079422,-1.37,148.476563,17.34,2470000000,2040000000,14.12,13.72,1.76,0.91,2.22,0.77,5.44,6.72,10.71,10,15.74,2660000000,30.82,5.1,1070000000,374370000,177400000,2.05,-24.3,335930000,3.94,11070000,1,2.88,12.73,268900000,142660000,1.78,26.33,26.03,1065320,85320000,57380000,32.43,72.6,8260000,6,12.8,8600000
2006-06-18 3:33,1150569205,gild,13.575613,39.15,98.317375,24.91,26330000000,24030000000,30.07,23.33,1.49,11.64,8,10.49,17.763,40.14,55.98,25.6,33.73,2290000000,5.009,61,1770000000,1350000000,919510000,1.92,67.2,2540000000,5.581,244760000,0.072,8,7.321,714150000,902680000,0.54,56.47,58.22,5153930,455020000,452470000,0.47,88.3,7850000,1.2,1.7,7420000
2008-12-08 17:34,1228725262,gild,21.900236,-1.18,74.99939,23.57,42850000000,43040000000,24.35,19.55,1.36,8.72,10.47,8.61,16.697,36.88,49.83,25.35,51.61,5000000000,5.404,29.5,3460000000,2580000000,1840000000,1.91,26.5,1920000000,2.085,1330000000,0.319,3.436,4.525,2070000000,1480000000,0.53,44.82,49.73,12002600,920740000,909150000,0.59,93.7,30210000,3.1,3.3,35800000
2009-01-01 4:45,1230752746,gild,23.997814,-15.39,74.976768,26.35,46560000000,46140000000,26.76,21.4,1.41,9.34,11.34,9.23,17.9,36.88,49.83,25.35,51.61,5000000000,5.404,29.5,3460000000,2580000000,1840000000,1.91,26.5,1920000000,2.108,1330000000,0.319,3.436,4.525,2070000000,1480000000,0.53,46.29,48.91,10924400,910510000,899060000,0.59,93.7,29060000,2.5,3.2,30210000
2013-04-23 8:02,1366671741,gild,50.050983,38.5,143.361069,21.2,82290000000,87310000000,32.96,18.9,1.12,8.48,8.82,9,20.24,26.71,41.6,13.09,31.35,9700000000,6.41,17.6,7230000000,4310000000,2590000000,1.64,14.6,1860000000,1.22,8220000000,86.11,1.44,6.13,3190000000,2890000000,0.8,47.58,40.13,10713300,1520000000,1510000000,0.8,97.5,58150000,5.6,4.3,66580000
2013-05-22 20:34,1369222476,gild,52.491119,48.22,150.766251,16.56,85310000000,91930000000,31.32,19.29,1.13,8.66,8.48,9.24,21.14,28.86,40.83,12.05,32.14,9950000000,6.56,10.9,7230000000,4350000000,2870000000,1.79,63.4,1940000000,1.27,8000000000,76.96,1.55,6.66,3410000000,2580000000,0.81,51.96,43.02,11794900,1530000000,1510000000,0.8,97.5,60920000,4.8,4.5,60080000
