Date,Unix,Ticker,Price,stock_p_change,SP500,SP500_p_change,Market Cap,Enterprise Value,Trailing P/E,Forward P/E,PEG Ratio,Price/Sales,Price/Book,Enterprise Value/Revenue,Enterprise Value/EBITDA,Profit Margin,Operating Margin,Return on Assets,Return on Equity,Revenue,Revenue Per Share,Qtrly Revenue Growth,Gross Profit,EBITDA,Net Income Avl to Common,Diluted EPS,Qtrly Earnings Growth,Total Cash,Total Cash Per Share,Total Debt,Total Debt/Equity,Current Ratio,Book Value Per Share,Operating Cash Flow,Levered Free Cash Flow,Beta,50-Day Moving Average,200-Day Moving Average,Avg Vol (3 month),Shares Outstanding,Float,% Held by Insiders,% Held by Institutions,Shares Short (as of,Short Ratio,Short % of Float,Shares Short (prior month
2006-06-21 11:01,1150855276,a,20.727505,27.19,98.601349,23.81,13700000000,12620000000,5.08,17.3,1.26,2.53,3.37,2.33,7.549,56.5,9.38,12.15,28.88,5420000000,11.414,12,2520000000,1670000000,1150000000,6.33,21.1,2660000000,6.24,1500000000,0.368,2.565,9.563,725000000,1960000000,2.75,35.35,35.72,2766800,425820000,420030000,5.99,74.8,6920000,3.4,1.6,4620000
2006-08-19 10:42,1155951721,a,20.181709,12.91,103.081429,12.76,13540000000,12260000000,4.63,17.01,1.21,2.54,3.38,2.18,17.215,56.57,8.99,4.54,34.26,5630000000,12.408,-13.9,2520000000,712000000,1330000000,6.87,118.3,2250000000,5.499,1500000000,0.396,2.513,9.563,652000000,1200000000,2.76,29.27,34.2,3040930,425820000,403440000,6.24,72.7,7350000,2.5,1.8,9340000
2007-02-20 17:46,1171961216,a,21.8841,-2.95,116.339935,-5.21,13220000000,12580000000,4.33,15.11,1.13,2.68,3.67,2.53,7.322,66.5,11.12,13.7,37.19,4970000000,11.538,-21,2660000000,1720000000,1440000000,7.499,496,2260000000,5.556,1500000000,0.411,2.573,8.941,634000000,1010000000,2.75,33.0118,32.5942,2657080,407110000,401570000,8.76,67.6,5910000,2.8,1.5,5150000
2007-04-12 5:07,1176322071,a,23.487183,-13.59,115.697647,-6,13970000000,12500000000,4.62,16.1,1.13,2.77,3.87,2.51,7.275,66.5,11.12,13.7,37.19,4970000000,11.538,-21,2660000000,1720000000,1440000000,7.5,496,2260000000,5.556,1500000000,0.411,2.573,9.03,634000000,1010000000,2.75,32.73,33.26,2840540,403650000,401570000,6.26,72,5910000,2.8,1.5,5150000
2008-01-23 19:28,1201084130,a,22.517252,-43.46,108.604774,-36.69,11950000000,12460000000,20.47,13.07,1.04,2.25,3.76,2.3,15.421,11.77,11.38,5.17,18.54,5420000000,13.756,8.9,2970000000,808000000,638000000,1.57,20.8,1830000000,4.916,2090000000,0.645,2.207,8.741,969000000,341750000,1.55,36.33,36.75,2459290,371470000,371230000,1.49,73.8,3640000,1.9,1,3510000
2008-02-14 4:44,1202931874,a,21.244215,-41.44,109.667633,-37.3,12140000000,12090000000,20.8,13.34,1.02,2.18,3.64,2.23,14.966,11.77,11.38,5.17,18.54,5420000000,13.756,8.9,2970000000,808000000,638000000,1.57,20.8,1830000000,4.916,2090000000,0.645,2.207,8.741,969000000,341750000,1.45,34.62,36.02,2983550,371470000,365900000,1.49,72.5,4890000,1.7,1.3,3640000
2008-04-26 4:49,1209152963,a,21.237478,-46.4,113.822563,-36.29,11510000000,12080000000,20.59,13.03,1,2.07,3.65,2.18,14.748,10.99,11.3,5.33,17.8,5530000000,14.362,8.8,2970000000,819000000,608000000,1.53,-20,1560000000,4.265,2130000000,0.67,1.896,8.622,880000000,-1680000000,1.46,30.42,33.98,2972050,365040000,358100000,4.68,68.3,5420000,2.1,1.5,0
2008-12-06 19:21,1228558893,a,11.625716,73,72.4692,29.52,6040000000,6740000000,9.24,7.64,0.64,1.06,2.4,1.17,6.764,12,13.77,6.63,23.93,5770000000,15.906,2.4,2970000000,996000000,693000000,1.87,28.3,1430000000,4.083,2130000000,0.83,2.421,7.311,756000000,195000000,1.33,20.28,30.55,3241510,350000000,340890000,1.59,75.9,4340000,1.6,1.2,4420000
2011-08-02 6:45,1312235137,a,26.22859,-1.47,109.78656,11.97,14200000000,13850000000,16.18,12.44,0.63,2.38,3.71,2.25,11.89,14.46,14.8,6.94,27,6160000000,17.77,31.9,2930000000,1160000000,890000000,2.52,85.2,2980000000,8.55,2150000000,54.36,3.2,11.36,961000000,1930000000,1.55,47.83,46.32,3825080,348040000,345630000,0.25,82.1,4360000,1.2,1.4,5420000
2013-05-14 0:28,1368458938,a,29.998304,28.27,150.130219,16.73,14940000000,15060000000,13.75,13.08,2.07,2.19,2.83,2.18,10.75,15.96,15.69,6.85,22.38,6900000000,19.85,2.8,3600000000,1400000000,1100000000,3.13,-22.2,2450000000,7.06,2360000000,44.12,2.55,15.41,1320000000,737380000,1.66,42.08,41.25,3715590,347160000,346140000,0.23,83.2,4370000,1.2,1.3,3080000
2013-09-06 6:09,1378415392,a,32.449276,23.26,151.664505,23.5,15780000000,15860000000,17.74,15.09,2.16,2.32,3.31,2.32,11.93,13.73,14.04,5.98,19.41,6830000000,19.8,-4.1,3600000000,1330000000,938000000,2.69,-30.9,2330000000,7.04,2700000000,56.39,2.96,14.46,1260000000,817000000,1.81,46.54,44.09,2615100,331000000,330030000,0.23,83.5,2780000,1.2,0.8,3300000
2006-06-20 4:32,1150745541,aa,59.161579,41.45,97.875694,24.04,25320000000,32240000000,16.15,8.9,0.8,0.96,1.89,1.19,8.36,5.82,9.51,4.73,11.56,27180000000,31.183,16.4,4940000000,3860000000,1580000000,1.8,133.8,459000000,0.528,7330000000,0.526,1.183,15.945,1700000000,-238130000,2.3,32.27,30.9,7476350,870100000,868450000,0.26,78.7,15800000,2,1.8,12880000
2007-01-25 19:09,1169719777,aa,64.768738,-0.61,113.328644,-4.76,27300000000,34380000000,12.25,10.45,0.96,0.91,1.89,1.13,6.313,7.4,13.71,7.34,15.43,30380000000,34.966,17.6,4940000000,5450000000,2160000000,2.57,60.3,506000000,0.583,7240000000,0.494,1.045,16.798,2570000000,-312250000,1.5,30.28,29.15,7296080,867740000,866090000,0.26,80.4,17750000,2.7,2.1,16520000
2007-02-23 9:03,1172189022,aa,72.580414,6.18,115.750412,-4.94,30150000000,37000000000,13.54,11.14,1.05,0.99,2.07,1.22,6.662,7.4,13.6,7.54,15.43,30380000000,34.959,20,4940000000,5550000000,2160000000,2.57,60.3,506000000,0.582,7240000000,0.494,1.258,16.798,2570000000,-533750000,1.62,31.93,29.58,8228710,867740000,867880000,0.06,80.3,14360000,2.4,1.7,17750000
2007-05-16 21:12,1179317567,aa,81.170609,11.57,121.248184,-4.15,33950000000,36860000000,15.21,12.84,1.12,1.1,2.22,1.21,6.637,7.4,13.6,7.54,15.43,30380000000,34.959,20,7060000000,5550000000,2160000000,2.57,60.3,506000000,0.582,7240000000,0.494,1.258,17.684,2570000000,-533750000,1.36,35.46,32.38,11557200,869520000,867880000,0.06,80.3,13620000,1.2,1.6,12620000
2007-06-22 6:39,1182461952,aa,83.166634,-4.87,120.927399,-10.84,35080000000,42470000000,15.34,12.37,1.28,1.12,2.28,1.36,7.472,7.38,13.66,7.55,15.13,31180000000,35.896,11.2,7060000000,5680000000,2220000000,2.63,8.9,420000000,0.483,7760000000,0.503,1.338,17.684,3310000000,132000000,1.41,39.78,34.98,11341600,869520000,868220000,0.06,80.9,16800000,1.2,1.9,15370000
2007-10-11 20:57,1192103879,aa,79.528526,-69.87,125.471718,-41.87,33660000000,41030000000,14.7,11.2,0.98,1.09,2.04,1.31,7.512,7.23,13.33,6.91,14,31450000000,36.164,3.5,7060000000,5460000000,2190000000,2.59,-3.9,1170000000,1.321,7900000000,0.47,1.353,18.978001,3960000000,568130000,1.48,36.79,37.91,18710800,884030000,882350000,0.09,78.1,19800000,1.4,2.2,15740000
2008-01-23 16:05,1201071953,aa,61.22649,-70.9,108.604774,-36.69,23200000000,31390000000,9.51,8.87,0.95,0.77,1.49,1.02,6.567,8.34,11.42,5.78,16.78,30750000000,35.721,-5.8,7060000000,4780000000,2570000000,2.95,76,483000000,0.584,8000000000,0.499,1.128,19.291,3110000000,207750000,1.69,34.35,36.93,11775800,827400000,824990000,0.22,78.4,13610000,1.6,1.6,21040000
2008-10-28 0:52,1225122742,aa,22.964214,15.23,77.274086,14.25,7230000000,16880000000,4.28,6.9,0.42,0.25,0.5,0.57,4.207,5.91,9.27,4.39,11.25,29620000000,36.161,-2.1,6500000000,4010000000,1740000000,2.11,-51.7,831000000,1.038,10130000000,0.672,1.316,18.754999,1270000000,-2180000000,1.71,19.4,31.49,19277300,800320000,792950000,0.25,82.8,17010000,1,2.1,18720000
2008-12-05 1:03,1228406595,aa,17.601583,64.08,72.4692,29.52,6450000000,16790000000,3.81,9.06,0.35,0.25,0.5,0.57,4.231,5.91,9.12,4.32,11.25,29620000000,36.138,-2.1,6500000000,3970000000,1740000000,2.11,-51.7,831000000,1.038,10130000000,0.672,1.316,18.754999,1270000000,-2210000000,2.1,10.43,26.29,25937600,800320000,793430000,0.25,80.2,47220000,2,5.9,38210000
2008-12-06 9:33,1228523626,aa,17.601583,64.08,72.4692,29.52,6520000000,15880000000,3.86,9.7,0.31,0.22,0.43,0.54,4.001,5.91,9.12,4.32,11.25,29620000000,36.138,-2.1,6500000000,3970000000,1740000000,2.11,-51.7,831000000,1.038,10130000000,0.672,1.316,18.754999,1270000000,-2210000000,2.1,10.34,26.16,26484100,800320000,793430000,0.25,80.2,47220000,2,5.9,38210000
2008-12-18 10:54,1229565247,aa,21.100304,53.63,73.590073,27.31,8280000000,17640000000,4.9,16.69,0.33,0.28,0.55,0.6,4.445,5.91,9.12,4.32,11.25,29620000000,36.138,-2.1,6500000000,3970000000,1740000000,2.11,-51.7,831000000,1.038,10130000000,0.672,1.316,18.754999,1270000000,-2210000000,2.1,10.13,24.25,27417700,800320000,793430000,0.25,80.5,61000000,1.9,7.6,47220000
2011-09-03 9:21,1315009283,aa,27.175644,-28,103.102608,22.32,12810000000,20950000000,13.78,8.6,0.28,0.57,0.85,0.89,6.18,4.04,8.2,3.05,6.55,23480000000,22.58,27,3840000000,3390000000,949000000,0.87,136.8,1270000000,1.19,9350000000,48.26,1.36,14.66,2320000000,1190000000,2.28,13.32,15.67,24168800,1060000000,1060000000,0.09,59.6,53730000,1.9,5.1,59140000
2011-11-02 22:04,1320239087,aa,24.220982,-17.13,109.0355,17.66,11390000000,19100000000,11.23,10.39,0.34,0.45,0.74,0.78,5.29,4.31,8.64,3.41,7.22,24610000000,23.44,21.4,3840000000,3610000000,1060000000,0.95,182,1340000000,1.25,9310000000,50.93,1.36,13.97,2420000000,1260000000,2.01,10.43,13.79,35090300,1060000000,1060000000,0.09,59.6,61460000,1.5,5.8,63780000
2011-11-05 21:29,1320496164,aa,24.741621,-19.8,110.345772,15.23,11630000000,19660000000,11.47,10.61,0.34,0.47,0.78,0.8,5.45,4.31,8.64,3.41,7.22,24610000000,23.44,21.4,3840000000,3610000000,1060000000,0.95,182,1340000000,1.25,9310000000,50.93,1.36,13.97,2420000000,1260000000,2.01,10.36,13.71,35126400,1060000000,1060000000,0.09,59.6,61460000,1.5,5.8,63780000
2012-01-02 19:42,1325500926,aa,19.580511,1.69,111.063309,15.99,9210000000,17240000000,9.08,9.83,0.47,0.37,0.62,0.7,4.78,4.31,8.64,3.41,7.22,24610000000,23.44,21.4,3840000000,3610000000,1060000000,0.95,182,1340000000,1.25,9310000000,50.93,1.36,13.97,2420000000,1340000000,2.1,9.36,11.76,34388000,1060000000,1060000000,0.09,59.6,56860000,2,5.4,66180000
2012-05-19 11:51,1337395912,aa,19.201982,3.55,115.318741,31.53,8990000000,17030000000,23.1,8.6,1.16,0.36,0.64,0.68,5.8,1.59,5.79,2.23,3,25000000000,23.48,0.8,4470000000,2940000000,398000000,0.37,-69.5,1760000000,1.65,9740000000,55.28,1.25,13.21,2190000000,1200000000,1.96,9.54,9.82,24771400,1070000000,1070000000,0.06,63.4,72310000,2.7,6.8,71660000
2013-04-23 20:02,1366714977,aa,18.688917,70.03,143.361069,21.2,8670000000,16070000000,36.21,10.4,2.6,0.37,0.65,0.68,7.39,1.05,3.06,1.11,1.36,23530000000,22.03,-2.9,3210000000,2170000000,244000000,0.22,58.5,1560000000,1.45,8920000000,53.21,1.2,12.5,1660000000,521120000,1.86,8.38,8.65,18448700,1070000000,1070000000,0.08,58.1,72710000,4.9,6.8,69110000
2013-04-26 20:55,1366977315,aa,19.034155,63.28,143.779022,20.1,8840000000,16400000000,36.92,10.88,2.87,0.38,0.67,0.7,7.55,1.05,3.06,1.11,1.36,23530000000,22.03,-2.9,3210000000,2170000000,244000000,0.22,58.5,1560000000,1.45,8920000000,53.21,1.2,12.5,1660000000,521120000,1.86,8.37,8.64,18670400,1070000000,1070000000,0.08,58.1,88680000,4.5,8.3,72710000
2013-08-11 2:30,1376155832,aapl,53.585957,68.15,154.651382,16.71,4.1287E+11,3.945E+11,11.33,10.73,0.64,2.47,3.4,2.33,7.06,22.28,29.46,17.2,32.11,1.694E+11,181.4,0.9,68660000000,55870000000,37750000000,40.11,-21.8,42680000000,46.97,16960000000,13.75,1.88,135.79,52890000000,31000000000,0.87,430.94,439.21,12175700,908500000,908080000,0.04,62,26040000,2.1,2.8,27730000
2013-06-19 9:57,1371603458,abbv,36.561169,30.38,148.512894,22.63,68960000000,76110000000,12.88,13.48,2.05,3.72,23.32,4.11,9.69,28.92,36.65,18.41,71.43,18540000000,11.73,3.7,13870000000,7850000000,5360000000,3.38,9.6,7480000000,4.72,15160000000,512.61,2.21,1.87,5940000000,5200000000,1.81,44.59,40.36,6191740,1580000000,1580000000,0.02,6.3,11400000,2.1,0.7,11000000
2011-07-08 0:04,1310051055,abc,38.555958,-7.89,117.581619,2.95,11790000000,11240000000,17.89,15.49,1.36,0.15,3.76,0.14,8.95,0.86,1.45,5.02,22.78,78970000000,284.55,2.4,2360000000,1250000000,679310000,2.41,18.4,1910000000,6.98,1340000000,42.86,1.1,11.45,1340000000,1040000000,0.77,41.3,38.7,2283580,273960000,272090000,0.71,93.2,4820000,2.2,1.8,4410000
2012-02-28 18:01,1330419698,abc,34.418976,26.85,121.736008,12.88,9740000000,9280000000,14.57,11.91,1.06,0.12,3.35,0.12,6.78,0.88,1.54,5.16,24.15,80690000000,300.87,2.4,2540000000,1370000000,708240000,2.59,1,2370000000,9.19,1930000000,66.41,1.06,11.24,1700000000,1490000000,0.77,38.49,38.18,2528340,257830000,256020000,0.73,96.5,6160000,2.7,2.4,5580000
2013-04-25 1:02,1366819320,abc,49.584484,19.34,144.033463,19.89,12850000000,13850000000,19.22,15.17,1.52,0.16,5.54,0.17,9.69,0.9,1.58,5.07,27.11,80640000000,327.31,5.7,2670000000,1430000000,710450000,2.9,4,417400000,1.81,1400000000,59.73,0.96,10.16,632040000,313940000,0.66,51.53,45.39,2516360,230170000,229620000,0.18,93.6,8500000,3,3.7,10490000
2006-06-17 18:01,1150534861,abt,12.131033,34.65,98.317375,25.06,65290000000,69180000000,19.59,15.22,1.74,2.97,4.55,3.13,10.792,15.35,20.61,10.94,23.75,22140000000,14.321,-3.7,11700000000,6410000000,3400000000,2.18,3.2,2400000000,1.576,6290000000,0.436,1.482,9.463,5820000000,2970000000,-0.13,42.42,42.02,4607810,1530000000,1520000000,0.26,61.6,7620000,1.7,0.5,6730000
2006-07-18 12:32,1153193534,abt,12.852829,26.34,97.781052,26.89,67890000000,71770000000,20.37,15.77,1.78,3.07,4.7,3.24,11.197,15.35,20.61,10.94,23.75,22140000000,14.321,-3.7,11700000000,6410000000,3400000000,2.18,3.2,2400000000,1.576,6290000000,0.436,1.482,9.463,5820000000,2970000000,-0.14,42.99,42.63,4514350,1530000000,1520000000,0.26,62.1,8800000,1.9,0.6,7620000
2007-01-13 21:19,1168690782,abt,14.881428,25.91,114.109367,-0.35,77430000000,85830000000,24.54,18.08,2.01,3.46,4.94,3.85,13.127,14.21,20.44,10.17,21.2,22310000000,14.547,3.5,11700000000,6540000000,3170000000,2.06,5.2,1050000000,0.685,9450000000,0.604,1.355,10.186,5390000000,5300000000,-0.26,48.36,47.44,5071730,1530000000,1530000000,0.26,66.6,12500000,2.8,0.8,12630000
2007-06-03 2:36,1180805795,abt,16.806534,4.05,123.231644,-8.1,86720000000,97560000000,56.02,17.43,1.82,3.74,6.06,4.21,14.858,6.68,17.69,9.49,10.5,23190000000,15.13,15.5,12660000000,6570000000,1510000000,1,-19.3,1640000000,1.066,12480000000,0.871,0.935,9.296,5200000000,2670000000,-0.14,57.64,53.45,6486140,1540000000,1540000000,4.31,65.3,16390000,3,1.1,14900000
2007-07-04 7:59,1183503559,abt,16.215467,6.04,122.365211,-15.42,83670000000,94510000000,54.05,16.82,1.71,3.61,5.84,4.08,14.393,6.68,17.69,9.49,10.5,23190000000,15.13,15.5,12660000000,6570000000,1510000000,1,-19.3,1640000000,1.066,12480000000,0.871,0.935,9.296,5200000000,2670000000,-0.02,55.42,54.49,5763130,1540000000,1540000000,4.31,68.1,11750000,2.1,0.8,16390000
2008-01-23 23:41,1201099305,abt,17.953432,-3.16,108.604774,-36.69,89580000000,98530000000,46.71,18,1.66,3.57,5.69,3.96,16.136,7.74,17.36,7.62,12.34,24910000000,16.177,14.4,12660000000,6110000000,1930000000,1.24,0.2,2550000000,1.65,12240000000,0.784,1.045,10.101,5420000000,2340000000,-0.13,58.09,54.55,6286310,1550000000,1540000000,0.15,67.3,8770000,1.8,0.6,11750000
2008-12-25 5:30,1230150656,abt,17.009144,10.26,72.002312,32.8,81690000000,88580000000,18.07,14.35,1.33,2.83,4.21,3.08,11.698,15.79,19.7,8.93,26.02,28800000000,18.649,17.6,14490000000,7570000000,4550000000,2.91,51.3,3770000000,2.428,10560000000,0.546,1.593,12.468,6810000000,3420000000,0.36,53.03,55.58,9963270,1550000000,1540000000,0.16,69,13420000,1.2,0.9,13470000
2012-03-30 5:44,1333053855,abt,25.027271,26.71,125.158249,13.74,95880000000,1.032E+11,20.26,11.42,1.47,2.47,3.93,2.66,9.24,12.17,20.9,8.4,20,38850000000,24.94,4.1,23310000000,11160000000,4710000000,3.01,12.3,8100000000,5.15,15410000000,62.85,1.54,15.56,8970000000,9100000000,0.23,57.84,54.8,7214400,1570000000,1570000000,0.14,65.7,21610000,3.1,1.4,19840000
2012-07-04 23:46,1341413184,abt,26.949108,14.54,122.769012,19.99,1.02E+11,1.0912E+11,20.02,12.1,1.51,2.59,3.99,2.78,9.62,13.01,21.21,8.39,20.32,39270000000,25.12,4.6,23310000000,11350000000,5090000000,3.24,43.8,9530000000,6.06,16650000000,65.17,1.53,16.18,9180000000,8850000000,0.39,62.16,59.12,6708660,1570000000,1570000000,0.16,67.1,21250000,3.4,1.4,23040000
2013-08-18 7:12,1376777565,abt,31.644375,23.33,151.472687,21.35,54350000000,52890000000,13.95,15.68,1.47,1.36,2.44,1.32,4.58,10.02,22.4,10.72,26.48,40100000000,25.52,2.5,24750000000,11540000000,6190000000,2.51,-72.4,9390000000,6.04,7930000000,35.38,1.82,14.37,6200000000,6880000000,0.5,35.77,35.73,7277010,1550000000,1550000000,0.16,67,10200000,1.4,0.7,8520000
2006-06-03 23:44,1149345854,acn,21.960804,49.58,101.300697,21.65,16060000000,13770000000,20.28,15.67,1.24,0.91,13.91,0.77,6.611,4.59,9.91,12.66,53.74,17840000000,30.437,6.5,5090000000,2080000000,819030000,1.38,-66.8,2350000000,4.075,52490000,0.045,1.173,2.018,2210000000,1420000000,1.46,28.98,29.97,2849780,575920000,546320000,3.13,43.4,3970000,1.9,0.5,3990000
2006-08-22 0:50,1156175441,acn,22.094664,45.07,102.631844,14.77,16490000000,13860000000,20.22,15.96,1.24,0.93,11.32,0.76,6.175,4.72,9.92,13.4,52.62,18150000000,30.921,6.8,5090000000,2240000000,856020000,1.41,12.1,2990000000,5.175,50390000,0.034,1.21,2.571,2420000000,1790000000,1.43,28.41,29.41,2239080,577060000,547400000,3.18,47.4,3080000,1.2,0.5,2730000
2006-08-22 6:44,1156196645,acn,22.094664,45.07,102.631844,14.77,16490000000,13550000000,20.22,15.96,1.24,0.93,11.32,0.75,6.039,4.72,9.92,13.4,52.62,18150000000,30.921,6.8,5090000000,2240000000,856020000,1.41,12.1,2990000000,5.175,50390000,0.034,1.21,2.571,2420000000,1790000000,1.43,28.41,29.41,2239080,577060000,547400000,3.18,47.4,3080000,1.2,0.5,2730000
2006-08-27 3:22,1156616578,acn,22.330885,43.36,102.387337,15.28,16370000000,13430000000,20.07,15.84,1.21,0.91,11.08,0.74,5.985,4.72,9.92,13.4,52.62,18150000000,30.921,6.8,5090000000,2240000000,856020000,1.41,12.1,2990000000,5.175,50390000,0.034,1.21,2.571,2420000000,1790000000,1.43,28.39,29.35,2080010,577060000,547400000,3.18,47.4,4220000,2.4,0.7,3080000
2006-11-02 16:40,1162453255,acn,26.535624,16.43,108.359375,12.61,19260000000,15900000000,20.74,16.08,1.17,1.06,10.11,0.87,7.524,5.34,9.84,12.2,54.21,18230000000,30.943,1.9,4990000000,2110000000,973330000,1.59,51.2,3420000000,5.852,51860000,0.027,1.264,3.263,2670000000,1800000000,1.58,31.05,29.06,2069850,584360000,554320000,3.21,47.4,3940000,1.5,0.7,3950000
2006-11-11 1:01,1163174502,acn,26.965548,4.01,109.516014,6.96,19790000000,16130000000,21.32,16.52,1.19,1.07,10.23,0.89,7.632,5.34,9.84,12.2,54.21,18230000000,30.943,1.9,4990000000,2110000000,973330000,1.59,51.2,3420000000,5.852,51860000,0.027,1.264,3.263,2670000000,1800000000,1.58,31.85,29.24,2114330,584360000,554320000,3.21,46.9,3940000,1.5,0.7,3950000
2006-12-03 0:17,1165072632,acn,26.917778,1.95,111.08461,7.29,19760000000,16390000000,21.28,16.49,1.22,1.08,10.33,0.9,7.754,5.34,9.84,12.2,54.21,18230000000,30.943,1.9,4990000000,2110000000,973330000,1.59,51.2,3420000000,5.852,51860000,0.027,1.264,3.263,2670000000,1800000000,1.58,33.19,29.7,2258890,584360000,554320000,3.21,48.6,3640000,1.6,0.6,3940000
2007-03-14 19:10,1173867039,acn,28.231426,-2.96,110.954712,-3.73,20850000000,18320000000,20.92,16.69,1.27,1.12,12.18,0.97,8.044,5.53,10.03,13.63,72.17,18850000000,31.834,13.7,4990000000,2280000000,1040000000,1.69,32.2,2740000000,4.644,31580000,0.018,1.216,2.929,2470000000,1670000000,1.83,37.33,34.1,2672870,589170000,558890000,74.44,66.2,5120000,1.8,0.9,3520000
2007-05-05 7:47,1178318834,acn,31.129404,0.98,120.70433,-4.41,23210000000,19610000000,19.05,17.94,1.34,1.19,12.1,1,7.15,6.5,11.91,16.45,82.31,19530000000,32.726,15.1,4990000000,2740000000,1270000000,2.05,325.8,3140000000,5.293,29260000,0.015,1.244,3.243,2490000000,1780000000,2.01,38.02,36.2,2551850,593590000,563080000,78.2,69.5,2990000,1.1,0.5,5120000
2007-06-05 4:17,1180984654,acn,33.239204,-2.29,122.759773,-8.33,24480000000,21380000000,20.09,18.92,1.41,1.25,12.72,1.1,7.795,6.5,11.91,16.45,82.31,19530000000,32.726,15.1,4990000000,2740000000,1270000000,2.05,325.8,3140000000,5.293,29260000,0.015,1.244,3.243,2490000000,1780000000,1.8,39.54,37.52,2309190,593590000,590030000,78.2,64.1,5000000,2.5,0.8,3560000
2007-07-06 7:06,1183673196,acn,34.234383,-5.03,122.87928,-15.77,25310000000,21960000000,21.02,19.28,1.62,1.23,13.28,1.08,7.851,6.28,11.73,15.59,75.75,20270000000,33.72,15.4,4990000000,2800000000,1270000000,2.04,0.9,3380000000,5.713,28230000,0.015,1.206,3.179,2660000000,1790000000,1.61,40.97,38.91,3333110,591270000,587720000,78.2,64.1,4680000,2.3,0.8,5000000
2008-04-07 1:42,1207500171,acn,29.904654,-24.59,111.670052,-38.82,21750000000,19100000000,16.14,13.13,0.98,0.92,10.25,0.82,6.069,6.23,11.67,16.59,72.24,23280000000,38.252,17.2,6040000000,3150000000,1450000000,2.28,37,2660000000,4.493,9130000,0.004,1.26,3.536,2450000000,1170000000,1.15,34.94,36.11,3734770,591570000,589820000,0.31,73.5,10900000,3.8,1.9,10430000
2008-10-18 23:21,1224339667,acn,25.664488,27,76.820786,19.85,19250000000,15630000000,11.86,9.87,0.96,0.75,7.45,0.62,4.434,6.68,11.99,16.5,73.49,25310000000,41.434,17.7,6040000000,3530000000,1690000000,2.65,37.3,3620000000,5.91,8280000,0.003,1.346,4.144,2800000000,845300000,0.79,36.24,38.46,4194590,613000000,607790000,0.29,79.3,6490000,1.5,1.1,11300000
2008-12-02 16:28,1228202893,acn,24.536554,42.72,70.276924,33.85,18370000000,14200000000,11.32,9.61,0.99,0.7,7.01,0.56,4.026,6.68,11.99,16.39,73.49,25310000000,41.434,17.7,7190000000,3530000000,1690000000,2.65,37.3,3620000000,5.911,8280000,0.003,1.338,4.145,2800000000,928600000,0.81,30.16,36.78,4716690,612880000,607680000,0.32,79.2,9690000,2.7,1.6,7920000
2008-12-21 20:10,1229857846,acn,26.32653,28.59,73.273483,29.16,19550000000,16760000000,11.54,10.67,1.01,0.72,8.91,0.65,4.651,6.97,12.14,17.98,88.73,25680000000,41.859,6,7190000000,3600000000,1790000000,2.79,25.9,2800000000,4.606,2450000,0.001,1.3,3.414,3300000000,2060000000,0.81,29.65,35.93,4808570,607000000,601850000,0.32,79.2,10280000,2.1,1.7,9690000
2011-09-01 16:51,1314863497,acn,45.269432,19.11,105.805969,19.2,34550000000,29280000000,17.02,14.11,1.46,1.33,9.32,1.13,7.64,8.12,12.83,15.56,62.34,26010000000,40.45,20.6,7250000000,3830000000,2110000000,3.15,28,5260000000,8.16,4620000,0.11,1.51,5.75,3310000000,2380000000,0.79,56.31,55.5,8202780,644420000,641500000,45.71,73.7,12350000,1.8,1.9,11590000
2011-11-08 0:40,1320680419,acn,50.999126,15.7,112.456322,11.6,37170000000,31630000000,17.07,13.74,1.44,1.36,9.63,1.16,7.79,8.33,12.97,15.52,66.97,27350000000,42.37,23,8390000000,4060000000,2280000000,3.4,37.4,5710000000,8.9,4420000,0.1,1.45,6.05,3440000000,2610000000,0.82,56.12,56.23,5658530,640910000,637930000,45.71,73.7,11830000,1.9,1.9,11120000
2012-02-29 0:47,1330444021,acn,51.562027,27.71,121.258133,13.1,38680000000,33520000000,16.81,14.19,1.4,1.36,10.21,1.18,7.93,8.38,13,16.43,70.63,28460000000,43.97,17.1,8390000000,4230000000,2390000000,3.55,20.1,5100000000,7.88,6380000,0.15,1.45,5.84,3810000000,3420000000,0.86,56.73,55.39,3999480,647210000,644540000,0.3,81.4,8510000,1.8,1.3,8870000
2012-11-04 2:11,1351962688,acn,60.137836,9.65,127.152008,27.65,50970000000,44320000000,17.68,14.54,1.41,1.85,10.51,1.59,10.58,9.16,13.9,14.94,62.95,27860000000,43.32,2.2,8990000000,4190000000,2550000000,3.84,-5.5,6640000000,8.85,33000,0,1.55,6.55,4260000000,2920000000,1.23,68,62.02,2968880,750480000,747550000,0.28,81.3,5320000,1.4,0.8,6050000
2013-04-23 4:45,1366659922,acn,68.293495,6.32,143.361069,21.2,48720000000,42950000000,17.47,16.05,1.55,1.72,8.91,1.52,9.92,10.85,14.12,15.51,61.32,28270000000,43.98,3.8,8990000000,4330000000,3070000000,4.29,71.1,5640000000,8.67,29000,0,1.63,8.39,3450000000,2450000000,1.27,76.36,71.51,2657560,650080000,647710000,0.3,82.1,6610000,2.5,1,7310000
